Review text,Ratings,label
These are good for beginners although we should play with feather. These is good not fast enough. MORE,4,1
Very old stock. Shuttles got damaged easily MORE,1,0
super quality MORE,5,1
Awesome and guinine product. MORE,4,1
No words to say...always best MORE,5,1
Quality is Medium MORE,2,0
Excellant MORE,4,1
Very useful to practice MORE,5,1
Fabulous product . MORE,5,1
very much long lastinga must buy productfull PAISA VASOOL product MORE,4,1
"Awesome , as usual MORE",4,1
Best in yonex MORE,5,1
Very good product.. genuine MORE,5,1
Something wrong with this each shuttle shape changes with one or two set plays don't buy it MORE,2,0
Delivered on time and nice product MORE,5,1
It is a very good.Using from one week. MORE,5,1
Genuine product. Verified using the scratch code and shows as original. Quality is also as expected. MORE,5,1
Delivery was quick.agent behaviour was good as well MORE,5,1
Cheaper than market and they are original MORE,5,1
Vvvvvv good MORE,5,1
Very good product MORE,3,0
Excellent purchase MORE,5,1
Nice Quality MORE,5,1
Very nice and durable.. Must go for it MORE,5,1
good quality...superv life MORE,5,1
Good product.. worth it... MORE,4,1
Varry good MORE,5,1
Its good MORE,3,0
very very good product MORE,5,1
Good durable product MORE,4,1
Best for outdoor playing.... very good 😁👍 MORE,5,1
Osm product MORE,5,1
Nice product .......well experience with flipkart thank you flipkart MORE,4,1
Good delivery service MORE,5,1
Nice product loved it MORE,5,1
Good and on time MORE,5,1
Very nice according to the price money MORE,5,1
Very good👍 MORE,5,1
"Very good, durable MORE",3,0
Delivered on time. Happy with delivery service MORE,5,1
Good product but if the time of the stability increased it becomes perfect product. MORE,4,1
Authentic MORE,5,1
fine MORE,5,1
Great product ...durable ...quality is also good when compared to the local markets MORE,5,1
Quality is not upto MORE,3,0
Bad MORE,2,0
At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP... MORE,5,1
Better shuttles from another shuttles MORE,4,1
It is super MORE,5,1
"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play. MORE",5,1
Good products and good price than outside market..mainly during this lockdown MORE,5,1
Not original2nd quality MORE,1,0
ya good MORE,4,1
Okay MORE,2,0
Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and tough MORE,5,1
Awesome shuttle. Durable too MORE,5,1
It's so nice MORE,5,1
Quick delivery with a good delivery person . Nice quality you can just go for it . MORE,4,1
Not felt like original MORE,2,0
Best shuttle good product best quality and fastest delivery in 1 day delivered next day MORE,5,1
Good Quality shuttle. One shuttle goes more than a week MORE,5,1
good produvt MORE,4,1
Good but online product pictures clarification must be necessary MORE,4,1
"Fabulous , go with this. MORE",3,0
Just  awesome MORE,5,1
Perfect for indoors MORE,5,1
Owsome product best in this range. MORE,5,1
Better life using it with perfect play MORE,4,1
It's awesome MORE,5,1
One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene. MORE,4,1
Delivery very fast and original product MORE,5,1
"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you. MORE",5,1
Good... MORE,5,1
Very nice 👌 MORE,5,1
"Superb, original quality. MORE",5,1
Worth and price is less MORE,5,1
Best experience MORE,5,1
Very bad because I repeated order but he send cheap quality shattels MORE,5,1
Excellent..... MORE,5,1
Cheapest rate ever for the best outdoor cork. MORE,5,1
Nice Product ..... Specially good choice for Smashes MORE,5,1
Quality was ok but cost of this product is too high MORE,1,0
it's a best shuttle for playing outside . MORE,4,1
Not a good quality MORE,1,0
"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 games MORE",4,1
"Weight is quite hight,though it's written slow.Its quite fast ..But good... MORE",5,1
Perfect thank you product MORE,5,1
this is best for smash MORE,5,1
very nice product 👍 MORE,4,1
"Quality is not good, this is not like original one. MORE",3,0
Nice product for the bigginer MORE,5,1
Very Good Poduct MORE,5,1
very  good MORE,5,1
Original & nice product MORE,5,1
"A little slow, overall good MORE",4,1
good product but delivery too late MORE,4,1
The shuttles are very good... MORE,5,1
Original product thanks to flip cards MORE,4,1
Excellent work by flipkart MORE,5,1
Not moving quick. I have better experience with MAVIS 200i MORE,2,0
Good Product by flipkart. Thanks for faster delivery MORE,5,1
Nice 👌👌👌👌 MORE,5,1
Awesome product and highly durable MORE,5,1
very nice product 👌👌 at a better price MORE,5,1
Nice product good performance MORE,5,1
Too good MORE,4,1
good shuttle MORE,4,1
From the beginning i like these shuttles.I am happy to buy it again. MORE,5,1
I think most of people know about this product who play badminton so no need to tell about this product MORE,5,1
Good quality and reasonable price MORE,4,1
Great One! MORE,5,1
Good quality original shuttle MORE,5,1
Great product.. MORE,4,1
Original brand MORE,5,1
Awesome. MORE,5,1
Nice one.. MORE,5,1
Best playing experience with this shuttle cork..............It's amazing product MORE,5,1
Need more MORE,5,1
It is soo nice .l like to play with it in indoor MORE,5,1
Delivery at time and all the safety precautions has been followed by the delivery man MORE,5,1
Could've been a bit heavier. MORE,3,0
Excellent product from Flipkart MORE,5,1
Nice shuttle . Must buy . It is better than the other brands MORE,4,1
Nic product... MORE,5,1
nice product MORE,4,1
Very valuable for this price in lockdown time MORE,5,1
One shuttle for 3-4 days only MORE,3,0
Superb product. MORE,5,1
avg MORE,3,0
Must buyyy MORE,5,1
Super fast delivery thanku pruthvi delivery boy MORE,5,1
Not Good It is so Hard MORE,1,0
Super it's really amazing MORE,5,1
Good product. We play daily for 2 hrs. Each shuttle comes for a week atleast MORE,5,1
"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it. MORE",5,1
Best in business MORE,5,1
Good shuttles. Felt like bit expensive than sports shop. MORE,5,1
"Nice, perfect shot & quality product... MORE",4,1
It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this product MORE,2,0
awsome MORE,5,1
Not up to the mark MORE,3,0
product quality is not good MORE,1,0
Break in just 2-3 Sets MORE,3,0
Best of outder MORE,4,1
Very bad MORE,2,0
Good product service is good MORE,3,0
Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product. MORE,1,0
Nice one. MORE,5,1
What a fast delivery...superb MORE,5,1
Better than mavis 10 and 1000 MORE,4,1
good product 👍excellent MORE,4,1
Quality is better than yellow MORE,5,1
Finally got original product MORE,5,1
"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent. MORE",5,1
"Poor quality, very old stock provided. MORE",2,0
Very good shuttle Superp durability compared to other.Original Very reliableIn budget item. MORE,5,1
Super product it lasts for 3 to 4 years MORE,5,1
Very happy with the quality and delivery MORE,5,1
best shuttle in less price nice 😊😊😊😊😊 MORE,5,1
Very bad 😧👎 quality this pack MORE,1,0
Good product fast delivery flipkart. MORE,3,0
Well fine and good Got the product in time MORE,5,1
Good for beginners MORE,5,1
my experience was quite good with this product till date. MORE,4,1
Genuine product! MORE,5,1
Shuttles at there best MORE,5,1
Good cap very  very game so better...... MORE,4,1
good best MORE,5,1
Product is nice and delivered in time.. MORE,4,1
Original shuttle very fine for play outside too. MORE,5,1
Awesome product.. MORE,5,1
Impressed MORE,5,1
product is not good2 shuttles got broken in only 3 matches It's my advice don't buy it MORE,1,0
Good product...thnx flipcart MORE,5,1
Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart.... MORE,4,1
No words about this.... awesome product MORE,5,1
I felling Very good when I play. MORE,4,1
great MORE,5,1
After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us...... MORE,2,0
Super Durable Shuttels MORE,5,1
Nice products MORE,4,1
Good product good delivery service MORE,5,1
The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one game MORE,1,0
Awesome purchase MORE,5,1
Good servece MORE,5,1
Very nice and best price MORE,5,1
Life time is less. MORE,3,0
good product.. MORE,5,1
"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.? MORE",1,0
Recomended for medium range players. MORE,4,1
Some are at yellow part getting dammage quickly other than that ok MORE,4,1
Average . MORE,3,0
Best in The Market MORE,5,1
Good product and delivery  thanks to flipcart MORE,5,1
Best in class followed by durability MORE,5,1
NO BAD MORE,3,0
The product is not genuine.U can identify by seeing the plastic cap of the box MORE,1,0
Super perfect fly MORE,5,1
poor quality..... MORE,1,0
Price is goodQuality is goodAnd also fast delivery MORE,5,1
What a shuttle like yonex branding best shuttles ever MORE,5,1
Better for both indoor and outdoor MORE,4,1
Best quality 👌 MORE,5,1
good stuff.... MORE,5,1
nice shuttle MORE,5,1
Very bice product MORE,5,1
"Good one , timely delivered MORE",4,1
Aswm product i am happy with it MORE,5,1
Nice one. Very durable. MORE,4,1
Its quality is similar as i wanted....i satisfied MORE,5,1
Good Product and Excellent Service MORE,5,1
superb MORE,5,1
Some shuttle have flight problem MORE,3,0
Got original ones . MORE,5,1
Good choice MORE,4,1
Good service and good product MORE,5,1
Thanku MORE,5,1
Not bad MORE,5,1
Reliable.. MORE,4,1
Good we can buy MORE,5,1
Good product and timely delivered MORE,5,1
Not good MORE,4,1
Gud MORE,3,0
Damage product... MORE,3,0
Very very bad qualty MORE,1,0
great lovebit MORE,5,1
As regular 😇 MORE,4,1
"Not For pro players, it wl hardly last 2daysFeather like quality bt low temper MORE",2,0
"Good and lasting, it is normal, i think it is the best MORE",5,1
nice landing safely nice shuttlesssss MORE,5,1
Good quality of the product MORE,5,1
good quality of shuttles..... MORE,5,1
Got with proper Yonex authentication MORE,5,1
thank you.... MORE,5,1
Excellent condition/performance... MORE,5,1
Awesome look & material MORE,4,1
I love this product MORE,5,1
Items quality are too bad MORE,1,0
Mice MORE,5,1
Only for 2-4 game ...Very bad quality..not as original product MORE,1,0
Quality slightly decrease compared with old MORE,4,1
Kk good not bad MORE,3,0
wast of money cheap quality MORE,1,0
Awsome MORE,4,1
good guality MORE,4,1
Genuine product low cost👍 MORE,4,1
very good product. speed of the shuttle in the air is good. MORE,5,1
kwality is best .. MORE,5,1
bad quality .. don't waste your money ... MORE,1,0
Wonderful product delivered timely by Flipkart. Thank you filipkart. MORE,5,1
Quality is excellent MORE,5,1
Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart. MORE,4,1
Nice product.......... durable also MORE,4,1
Not liked MORE,1,0
lasting.... MORE,5,1
In 6 Shuttles only 2 are original shuttles.... MORE,2,0
good just like feather shuttle MORE,5,1
Quality good.... cheaper than shops...speed ok... MORE,5,1
Best in Value. Used it. MORE,5,1
Bit costly MORE,5,1
"Excellent service, got in one day even at remote location like Gangtok MORE",4,1
Best product and lowest price 664 MORE,5,1
best MORE,4,1
Nice shuttle you can order it MORE,3,0
Very good correct flight and reliable MORE,5,1
Useless  product MORE,1,0
Good product fast delivery MORE,5,1
Original item with much lower price than the local market. MORE,5,1
Money worthy MORE,4,1
Very good.. thanks fkart MORE,4,1
Not of good quality plesae don't purchase MORE,1,0
Got the product as expected MORE,4,1
"Good,  but light wet he MORE",5,1
Good item MORE,1,0
good one MORE,5,1
Shuttles are not long lasting... MORE,3,0
thanks flipcart MORE,5,1
I'm a regular buyer but this time I got very bad quality shuttles MORE,2,0
Very bad product given faults in the shuttles MORE,1,0
Each shuttle lasted for 2-3 days only MORE,3,0
orginal product MORE,4,1
very osom product MORE,5,1
Great for play MORE,4,1
Such a good product ? for shuttle lovers MORE,5,1
Still Good MORE,5,1
superb shuttles MORE,5,1
original yonex shuttlecocks MORE,5,1
strong n durable MORE,4,1
"this is not original shuttle , fulll money waste MORE",1,0
It's a good purchase. MORE,4,1
one day for one shuttle worst quality by flipkart MORE,1,0
good products MORE,5,1
1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one. MORE,4,1
"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖 MORE",5,1
very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my money MORE,5,1
"This time quality not good, please care about it brother MORE",3,0
original and yes the best shuttle in the market ryt now. MORE,5,1
excellent product.. good quality..  🥰 loved it...  and last long MORE,5,1
great but seems fast than natural MORE,4,1
These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here. MORE,1,0
It's awesome ... MORE,4,1
good product fullfill my expectation thank you flipkart MORE,5,1
worst product MORE,1,0
"Original one, very nice to play.. bought this @ 699... MORE",4,1
I am happy with this product MORE,5,1
"original from yonex, great value for money MORE",5,1
Lasting only for 3 games MORE,1,0
not bad MORE,2,0
superb product MORE,5,1
good product and Long time certification MORE,5,1
Nice delivery of the product and very punctual according to the timing MORE,5,1
get damaged very soon MORE,2,0
Best purchase MORE,4,1
great productthanks Flipkart MORE,4,1
quality is very poor. MORE,1,0
worth for money MORE,4,1
Osm very nice MORE,3,0
worst. two pieces were damaged too MORE,1,0
some shuttle are too good and some are not that much MORE,3,0
nyc product MORE,5,1
Quality not good giving damage goods . MORE,1,0
the product is very damaged MORE,1,0
waste MORE,1,0
Meterial is low quality MORE,2,0
very nice shuttle MORE,5,1
It's very attractive and smart... MORE,4,1
not good for winters MORE,3,0
Thanks flipkart for delivering in just 12hrs. MORE,1,0
I am satisfied with the product MORE,5,1
Not a good product  shuttle damages for only for 3 matches MORE,5,1
work good MORE,4,1
super product MORE,5,1
very good perfoming MORE,5,1
Good quality  genuine product MORE,5,1
very bad MORE,1,0
normal quality MORE,3,0
waste MORE,2,0
"Very badd quality, and do not last. MORE",1,0
best quality product MORE,5,1
I like it MORE,5,1
It's look very hard.. For playing not a original quality.... MORE,2,0
not good MORE,2,0
Simply superb MORE,4,1
damaged so early. MORE,2,0
not satisfied with the quality of product MORE,3,0
💯% Genuine Product MORE,5,1
Very good product at a reasonable price. MORE,5,1
Good as usual MORE,5,1
good and genuine MORE,5,1
some shuttle were very poor quality MORE,3,0
Shuttle is not durable. MORE,1,0
very pathetic MORE,1,0
good service and nice product MORE,1,0
Very good product .. we hv been playing with this product from two years.. MORE,5,1
Ready to play..☺️ Best price.. MORE,5,1
Its nice MORE,4,1
product is very good..but it takes 6 days to deliver😮😮😮 MORE,5,1
"great quality product , deserve the price @699. MORE",5,1
very slow shuttle MORE,5,1
varry good product MORE,5,1
The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed! MORE,1,0
packing was very bad. All shuttles damaged. MORE,1,0
good onewe are playing outdoor and indoor MORE,5,1
the shuttles are not genuine. MORE,1,0
"as expected, recommend MORE",5,1
Nice shuttle quality. MORE,5,1
Nice but seems it is not original. MORE,4,1
"nice shuttle, full control over paly MORE",5,1
just ok MORE,3,0
awesome MORE,4,1
Bad products MORE,2,0
ok ok MORE,4,1
satisfied MORE,5,1
Aswam MORE,5,1
Very powerful MORE,5,1
very good MORE,5,1
just suprrbb MORE,5,1
some shuttles are durable and some are not. Becomes fast after few shots. Now we prefer mavis 300. MORE,3,0
Long lasting.. MORE,4,1
very good product and value of money MORE,5,1
genuine products! MORE,5,1
always good... MORE,5,1
Just Superb.. MORE,5,1
good quality now MORE,5,1
very good shuttle MORE,5,1
super MORE,3,0
bad product MORE,1,0
very good  quality  this  item's MORE,5,1
old stock MORE,1,0
shuttles were faster than usual..wasted money MORE,2,0
its ok MORE,2,0
This shuttle is good MORE,5,1
East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. . MORE,5,1
poor quality item got this time.. MORE,1,0
"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches.. MORE",2,0
"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another app MORE",4,1
old stock are sold not a single peace was good MORE,1,0
don't buy anyone this shuttle on Flipkart site....  worst quality product MORE,1,0
Good facility MORE,5,1
Exlent product... MORE,5,1
"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality... MORE",4,1
loved it.... original product delivered on time.... MORE,5,1
"delevired in just less than a day ,oh my god.thanks flipkart MORE",5,1
received a genuine product...very good and original quality MORE,5,1
Amazing product MORE,5,1
not value for money MORE,3,0
good and light weight MORE,4,1
light weight and long life!!! MORE,5,1
awesome good MORE,5,1
Nice product satisfied MORE,5,1
very nice & best quality MORE,5,1
old stock I got MORE,4,1
1st 3 corks got damaged very fast. and rest 3 were good MORE,3,0
Good product for this price.. MORE,4,1
nice item... u must buy MORE,4,1
very nice MORE,4,1
Happy with Flipkart MORE,5,1
bad products MORE,5,1
nice Product MORE,5,1
Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 .... MORE,1,0
Good But Price a little bit high MORE,5,1
cork quality issues. cracking soon. MORE,1,0
"good price range,thanq flipkart. MORE",5,1
genuine product.....go for it MORE,5,1
superr MORE,5,1
very slow.. and barely lasts 2days. very disappointing MORE,2,0
worth product MORE,5,1
somthing best for you MORE,5,1
nice . premium product MORE,4,1
worst quality fraud materials MORE,1,0
not so good 6 shuttle and only 9 days we play MORE,1,0
no difference..... orginal product. MORE,5,1
product was bad. MORE,2,0
good worth price MORE,4,1
durability of the cork is very bad and it  is not enough for even one day MORE,2,0
Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay! MORE,4,1
Valuable MORE,3,0
Very nice shuttles MORE,5,1
old stock. manufactured a year back(12 months) MORE,1,0
very bad product ☹️ wast of money MORE,1,0
Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack. MORE,5,1
nice Best in outdoor game 👌 MORE,5,1
Very nice product i love it MORE,5,1
Always best and fine MORE,5,1
Nice product. Best for outdoor. MORE,5,1
Nice MORE,1,0
Good Product.... MORE,5,1
very Good crock MORE,5,1
awesome product Mavis 350 is super MORE,5,1
nice prudect MORE,4,1
great product MORE,5,1
one shuttle out six on the box was wabbling from the very first moment of use MORE,3,0
worst product...don't even last 2 matches MORE,1,0
good quality and genuine product.. MORE,4,1
lovely product MORE,5,1
Must buy.. exlent product MORE,5,1
reasonable cost... MORE,3,0
Very Good Product MORE,5,1
Excellent product thanks flipkart MORE,5,1
not so good MORE,2,0
good shuttle ... very good to fly MORE,5,1
best but price is very hight on Flipkart MORE,5,1
its really good MORE,5,1
nice product in cheap cost MORE,5,1
absolute treasure MORE,5,1
quality is not feel so upto the mark. shredded during play with shuttle in a week MORE,4,1
real feel MORE,5,1
Nice. Good for practice sessions. Good quality. MORE,5,1
Worth your money MORE,5,1
nice compared price MORE,4,1
Good Shuttle. MORE,5,1
excellent just love it thanks flipkart MORE,5,1
super product. MORE,5,1
bought it for 670 fast delivered quality is good MORE,5,1
nyc MORE,4,1
product is good and delivery is too fast.. thanks for sharing best product in this price.... MORE,5,1
good but but improve quality MORE,4,1
super shuttle very nicee MORE,5,1
one shuttle was not in good condition due to lack of packing MORE,3,0
Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local product MORE,1,0
Marvelous MORE,5,1
the original quality product. Good packing. swift delivery Makes Happy Customer MORE,5,1
not as expected! MORE,3,0
Damaged rapidly. MORE,3,0
Good grip for all side MORE,5,1
"Item looks duplicate.  it doesn't look original shuttle. After player one yr, shuttle becomes useless. Earlier we use to play 3-4 hr with one shuttle. MORE",3,0
best shuttle for outdoor MORE,5,1
Lovely MORE,4,1
original product. played yesterday and all is well MORE,5,1
Good for play MORE,5,1
Shuttles are good but the box seems to be not that good quality MORE,4,1
Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this product MORE,1,0
very good product long lasting for indoor game MORE,4,1
very nice quality MORE,5,1
good product. Suggest to buy. MORE,4,1
thanks flipcart...very nice MORE,4,1
"bad product ,poor quality , really disappointed MORE",1,0
Behtareen.. i keep on ordering this monthly.. good for intermediate players like me.. MORE,5,1
slow 75 is not slow as lining. only wastage of money MORE,1,0
"high rate, quality poor early broken MORE",2,0
Expecting MORE,5,1
Product is good but manufacturers date is in August. MORE,3,0
great product in reasonable price MORE,5,1
out of 6 ... 3 will be fast and 3 will be slow... after returning the they sends the same with packing it fresh ... it's by Yonex MORE,3,0
ORIGINAL PRODUCT MORE,5,1
nicc nice MORE,4,1
good delivery n original MORE,5,1
ok bettar MORE,4,1
good for beginners MORE,4,1
good for outdoors MORE,5,1
This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed. MORE,2,0
shuttle always good.  timely delivered 👍 MORE,5,1
fine quality MORE,5,1
very good product Fkipkart very quickly devilry the item thanks to Fkipkart MORE,1,0
good for regular practice. and nice quality. MORE,5,1
Delivery time given is 10 days and also took a day extra. Did not meet the promised delivery date.Product is good. MORE,3,0
Worthy product.  Very durable in outdoor practice.  Nice product MORE,4,1
good👍 MORE,4,1
"very bad, slow MORE",1,0
"Good for indoor, grab this if you like super slow shuttles MORE",5,1
wonderful MORE,5,1
"product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniune MORE",4,1
good.. MORE,5,1
original products MORE,5,1
Good quality shuttle MORE,5,1
Good I love it MORE,1,0
original product delivered with lightening  speed MORE,5,1
good for practice MORE,5,1
It is very good MORE,5,1
very worst shuttle is looking like 30 RS per piece MORE,2,0
good product and best shuttlecock. MORE,5,1
perfect...! MORE,5,1
Excellent Item and delivery service provided by Flipkart MORE,5,1
it's ok MORE,3,0
go for it old MORE,5,1
Good poduct MORE,5,1
so nais MORE,4,1
Good....!! MORE,5,1
original product received . Thank you for speedy delivery. MORE,5,1
good nice 👍 MORE,5,1
"Got the original product, thanks to flipkart and the vendor supplier MORE",5,1
Just awesome MORE,5,1
always awesome 👍 MORE,5,1
Very nice Product 👌😊 MORE,4,1
shuttles are good and durable lasted for 6 rapid games. MORE,5,1
Badminton shuttle is too good MORE,5,1
"yesterday received that product but it is damaged,i am very disappointed and i lost my money MORE",1,0
good quality shuttlecocks MORE,5,1
Love the product.. MORE,1,0
quality and packing is super awesome... MORE,5,1
Very good quality shuttles MORE,5,1
Aswm MORE,5,1
Thanks for it😀😀😀😀 MORE,5,1
go for it.... perfect for matches of intermediate to professional level MORE,5,1
best quality MORE,5,1
Super as expected MORE,5,1
Best to play MORE,4,1
"very nice product,good quality MORE",5,1
Received an original and sealed product at a better price than the local sports stores. MORE,5,1
Not evonomical MORE,1,0
got used shuttle MORE,3,0
good product and profit useable thanks Flipkart MORE,5,1
best shuttles for all & long life MORE,5,1
Original product and as we know it is best in its segment. MORE,5,1
After completion  one game shuttle will be too fast MORE,4,1
This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lasting MORE,2,0
got the product on time.product is genuine. MORE,5,1
it's not good quality MORE,1,0
excellent MORE,4,1
good and nice speeds of shuttles MORE,4,1
good product . happy with the shuttle . MORE,5,1
shuttles are good.and comparatively lasted. MORE,5,1
finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing. MORE,5,1
nice quality shuttles MORE,5,1
best delivery man MORE,5,1
fine and good dilevary MORE,5,1
good quality and good cost MORE,5,1
Quality good... MORE,4,1
good quality MORE,3,0
It's is good for intermediate players not best but better then other MORE,5,1
strong build for any rough game nice movement and speed. MORE,4,1
very good. MORE,5,1
this is the best plastic shuttle MORE,5,1
Awesome got with 699 MORE,5,1
"awesome, Nice product MORE",5,1
Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded. MORE,2,0
on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkart MORE,5,1
working well in out door game MORE,5,1
marvellous product good for beginner MORE,4,1
Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture. MORE,4,1
waste it is slow. any one want to purchase go retail stores MORE,1,0
Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over. MORE,1,0
"Good one as expected,. MORE",3,0
"go for it, its amazing MORE",5,1
"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!! MORE",5,1
Good in quality.  probably the best nylon shuttle. just go for it. MORE,4,1
all the shuttles are fast...not good...wont buy again MORE,3,0
best shuttlecocks MORE,5,1
"Nice flight, good control & perfect on bat!! Writing after playing 2 times! MORE",5,1
good performance but not very good MORE,4,1
flipkart is the best online site. MORE,4,1
"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services... MORE",4,1
Good shuttle for all players MORE,4,1
ok MORE,4,1
shuttle is very good for average to beginners. MORE,5,1
nice one good quality for price MORE,4,1
Best among nylon shuttles MORE,5,1
"I brought yonex green cap for SLOW, but some of the shuttle in the same box is fast, i think they mix original and duplicate, and making us fool... MORE",3,0
Excellent product (genuine one). MORE,5,1
Its very very bad product MORE,1,0
"Got on time,  but old stock,  need to check the flight condition while playing MORE",4,1
worth of money MORE,4,1
I received original product MORE,4,1
Go for it good quality genuine shuttles MORE,5,1
it's too good😊😊😊 MORE,5,1
"Nice product for indoors, not suitable for outdoors. MORE",5,1
not up to mark. quality is not good MORE,1,0
Good and nice. MORE,5,1
It is good suttal MORE,4,1
very nice product MORE,5,1
the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles received MORE,1,0
grt product at grt price MORE,5,1
Fair MORE,4,1
very much Satisfied...Good Quality....Quick Delivery...👍👍👍 MORE,5,1
Awesome ... MORE,5,1
"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes. MORE",2,0
Not genuine product and all the shuttles were shaped out. Don't buy these products online. MORE,1,0
N8ce MORE,5,1
its original MORE,5,1
ozm product but not delivered@ selected place 😒😒😒😒 MORE,5,1
good for daily practice MORE,5,1
it v good for coart but not good for home MORE,4,1
excellent and authentic productexcellent packagingfaster delivery MORE,5,1
Great Product and perfect delivery time. MORE,5,1
okay okay shuttles MORE,3,0
fantastic..... MORE,5,1
original Product correct delvery MORE,2,0
OK MORE,5,1
Awesome product 100% original & Durability MORE,5,1
poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle. MORE,1,0
super but rate is very high MORE,5,1
Nice original product just love playing badminton now MORE,5,1
I doubt this may not be a genuine product... MORE,2,0
Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website.. MORE,5,1
not bad MORE,3,0
As expected. Excellent one. MORE,5,1
Good packing.... MORE,5,1
look ok... MORE,3,0
it's good.. osm price really impressed with the product. MORE,5,1
"good one, no doubt go for it MORE",5,1
amazing.. 👌👌👌 MORE,5,1
classy MORE,5,1
very very nice MORE,5,1
"NICE SHUTTLE,BALANCE TOO GOOD MORE",4,1
best of best...  1 got @ 629... must buy MORE,5,1
Quality it not good as expected.Product life time is only 2 days MORE,3,0
good product. MORE,5,1
super products MORE,4,1
looks good rest comment after 2 day play minimum MORE,4,1
I like the shuttle qualities MORE,5,1
good job MORE,5,1
excellent quality MORE,5,1
awesome best the comments that say it's fake. are also fake MORE,5,1
got from latest one not from old stock...packaging was too good MORE,5,1
"My favourite shuttle, Fast delivery by Flipkart MORE",5,1
packing of this product is very poor. always receive with press position MORE,5,1
shuttle is fast MORE,3,0
excellent app MORE,5,1
best quality shuttle 🖤 MORE,5,1
superb quality MORE,5,1
nothing recet MORE,1,0
multiple small small holes in the cork. Doesn't look like it will last long. MORE,3,0
good material MORE,5,1
"Excellent deal, value worth MORE",4,1
happy with my order I m always MORE,5,1
Good shuttles with a decent price. MORE,4,1
God product at an attractive price MORE,5,1
